u,v,x_pu,P_th_max_pu,cost_c
22,391,0.012136198347107437,0.2364433988947604,18353.0
23,24,0.041399537190082644,0.49492169181989254,62919.0
23,27,0.013119206611570247,0.23437970192676147,19722.0
23,401,0.031984,0.7688574019772472,48412.0
23,427,0.026003305785123967,0.38965531325683217,39330.0
24,82,0.020897851239669422,0.15657545310732202,31608.0
24,390,0.01633190082644628,0.12236544047889991,24702.0
24,261,0.04185586776859504,0.31360168975782193,63307.0
25,26,0.0013971260387811637,0.5283945089835972,8189.0
25,30,0.009945290858725761,3.146251890641085,57641.0
25,387,0.008807825484764543,3.482358262033918,50874.0
26,427,0.006338512396694215,0.09498157864717138,9587.0
27,28,0.015077024793388431,0.27172637542925204,23316.0
28,403,0.0031317685950413227,0.04246380976735591,4549.0
28,30,0.007621024793388429,0.15893141632859012,11530.0
28,404,0.004618181818181819,0.06920270437576843,7031.0
30,59,0.01571849030470914,3.1073171621069644,90790.0
30,182,0.004960872576177285,1.9613848653599064,28654.0
30,356,0.005630540166204986,1.1130759857477992,32522.0
31,32,0.022483206371191135,6.66690486765112,129863.0
31,33,0.010106994459833795,2.9970089429917453,58378.0
31,49,0.00703722299168975,5.56462697161193,40647.0
31,295,0.008738227146814404,6.9096822031440785,50472.0
32,33,0.012571675900277008,3.7278565107815025,72614.0
32,77,0.013458795013850415,5.321216467625756,77738.0
32,170,0.04347702479338843,0.6514961541941527,65759.0
32,304,0.01812448060941828,10.748839467435568,104687.0
32,71,0.013510041551246538,5.341477859408632,78034.0
34,35,0.003863801652892562,0.05789844013915401,5844.0
34,81,0.0015477685950413224,0.023193060979767203,2341.0
34,158,0.021930578512396694,0.32862615664198125,33170.0
34,266,0.00041454545454545455,0.0031059481491486616,627.0
35,36,0.0017461157024793387,0.02616526016555539,2641.0
37,38,0.021567520775623267,12.790756520067616,124574.0
37,74,0.020594182825484763,6.106756103099697,118952.0
37,71,0.024709452908587254,7.327049761209346,156913.0
37,40,0.006508310249307479,1.9298975673189505,37592.0
37,267,0.01341487603305785,0.20101973826547478,20290.0
37,42,0.12865454545454547,1.9278674652084151,194590.0
37,73,0.03600605955678671,10.676812273166883,207971.0
37,282,0.03028099173553719,0.9075114847273282,45800.0
37,380,0.008507513850415514,3.5466608006853835,48758.0
39,40,0.03391222299168975,10.055930671252767,195877.0
40,41,0.013100069252077563,3.8845400438592175,75666.0
41,42,0.023359072022160664,6.9266237385030704,134922.0
42,94,0.006183518005540166,2.4447833409364983,35716.0
42,97,0.008165339335180054,3.2283379076209,47163.0
42,98,0.012403047091412742,4.903804416639343,71640.0
42,191,0.0006168595041322314,0.009243539467801282,933.0
42,212,0.027482314049586776,0.4118180118521928,41567.0
42,177,0.07054942148760329,1.0571716210623832,106706.0
44,45,0.02564495867768595,0.3842855400611748,38788.0
44,46,0.006082644628099173,0.09114744169750459,9200.0
44,422,7.338842975206612e-05,0.0010997136987416316,111.0
45,73,0.04109421487603306,0.4926340891798976,62038.0
45,422,0.02562314049586777,0.38395859815073813,38755.0
46,47,0.0008664127423822715,0.37367893203344266,5192.0
46,422,0.0060105785123966944,0.09006754266000154,9091.0
47,48,0.001336045706371191,0.1320584124902492,7717.0
47,333,0.0011234418282548477,0.4441762543212268,6543.0
49,76,0.007263677285318559,2.871846933278945,41955.0
49,293,0.005146987534626038,4.069938623737325,29729.0
49,273,0.012577042936288089,9.945194635588079,72645.0
50,51,0.02092676592797784,8.273835165444545,120873.0
50,52,0.005911530470914128,3.505871059592763,34145.0
50,53,0.02526876033057851,0.757296537877593,38219.0
50,54,0.044157355371900825,0.6616907974014061,66788.0
50,55,0.009374545454545455,0.2809520817019386,14179.0
50,56,0.02021897520661157,0.3643955831098802,29944.0
50,60,0.027457190082644627,0.4114415332886596,41529.0
50,207,0.024709452908587254,7.327049761209346,152121.0
50,225,0.035284626038781165,13.950515847693527,203804.0
50,412,0.0018402644628099172,0.027576064045742855,2842.0
50,415,0.00013885041551246538,0.05489741962792785,802.0
50,426,0.013180826446280993,0.39502508645248946,19936.0
51,225,0.014386772853185596,11.376223880901618,83098.0
52,54,0.00381755540166205,1.509350476658024,22305.0
54,402,0.006357685950413223,0.09526889123513088,9616.0
54,410,0.02490419834710744,0.3748656501083501,37257.0
54,411,0.0019230413223140497,0.02881646183927846,3086.0
54,470,0.0013215027700831025,0.4984952659742719,7598.0
55,56,0.014436363636363636,0.21632656407228398,21835.0
55,362,0.0017725619834710745,0.026561553390327154,2681.0
57,58,0.009703774238227146,1.9182951824973369,56049.0
57,64,0.002577146814404432,1.0189289646053403,14983.0
58,156,0.005483725761772853,1.0840529110317876,31674.0
58,157,3.5803324099722994e-05,0.014155593988847234,177.0
59,64,0.006460283933518005,2.1695672433965627,37346.0
59,158,0.023239669421487603,0.34824267126818326,35150.0
59,356,0.010168801939058171,2.010224402647346,58735.0
60,277,0.019088925619834708,0.2860444496402557,28872.0
62,63,0.02699525623268698,8.004854921929676,163671.0
62,268,0.014145083102493074,4.194416126970975,81702.0
63,93,0.019183621883656507,7.206942831845079,110113.0
63,324,0.015312499999999998,3.0270587774264834,88445.0
63,326,0.007527181440443213,1.4880144097028802,43477.0
65,66,0.011149584487534628,4.408221725733858,64400.00000000001
65,68,0.022480793388429753,0.4041279418254968,34375.0
65,240,0.003611668975069252,1.4279489661573603,20861.0
65,241,0.004104051246537396,1.6226226088279676,23705.0
65,67,0.008121849030470914,3.0512013209461473,47108.0
65,327,0.03542757024793389,0.47582035838589376,52848.0
66,67,0.009625865650969529,3.8057875734328697,55599.0
66,95,0.021717105263157895,8.586312373177076,125438.0
66,209,0.008698842975206612,0.13035074895805088,13157.0
66,124,0.021423303324099724,8.470151623665116,123741.0
66,210,0.01925692520775623,7.6136286663031925,111228.0
66,246,0.04244284297520661,0.5105554595371385,64096.0
66,219,0.04390413223140496,1.315792579548433,66405.0
66,450,0.01359206611570248,0.2036749028714456,20558.0
67,238,0.007640581717451523,3.0208639937901656,44132.0
68,69,0.015281983471074382,0.457996079868722,23114.0
68,237,0.016628760330578512,0.2732104935560223,25192.0
68,450,0.02499371900826446,0.3745268194011702,37803.0
70,71,0.008878635734072023,3.510354577031203,51283.0
70,73,0.029283933518005543,8.68351229321655,169144.0
71,74,0.006688711911357341,2.6445223315528246,38634.0
71,72,0.019106301939058174,5.665557451962777,110358.0
72,73,0.009397160664819944,2.7865232006527454,54278.0
73,269,0.015285630193905816,6.036655794569821,89092.0
73,80,0.007548649584487536,2.3835200110524637,43440.0
75,76,0.009367382271468144,3.703590756095593,54106.0
75,214,0.005543975069252078,4.383853295076076,32022.0
76,107,0.00576904432132964,2.2809124898276965,33322.0
77,268,0.01866045706371191,7.716687961804201,103556.0
77,270,0.007969771468144045,2.9910742718175043,45898.0
77,283,0.010659834710743802,0.1597358915748768,16123.000000000002
77,284,0.008722472299168975,2.586459069458822,50381.0
77,322,0.00970654432132964,2.8782641815209873,56065.0
77,460,0.010213553719008265,0.15304844340685336,15448.0
78,79,0.00381755540166205,1.509350476658024,21999.0
78,80,0.010833206371191137,6.830430042987949,62195.0
79,279,0.007969771468144045,2.9910742718175043,46116.0
79,269,0.01558632271468144,6.155540879868803,94068.0
80,269,0.021206440443213296,7.541440613011906,121608.0
82,83,0.00902611570247934,0.13525487761460137,13652.0
82,390,0.012850247933884298,0.09627943895829887,19436.0
84,85,0.00802406509695291,3.1724821789221607,46347.0
84,86,0.011046225761772853,4.367356688928531,63803.0
84,199,0.0038022853185595566,1.50331312951191,21962.0
85,86,0.019050207756232687,7.531898592692536,110034.0
85,87,0.0120981648199446,4.783262825660812,69879.0
85,88,0.0001852493074792244,0.07324219326918058,1070.0
85,89,0.008091412742382271,3.199109480961143,46736.0
85,90,0.012883829639889197,5.093891865899636,74417.0
85,91,0.010421052631578947,4.120181399307025,60192.0
85,92,0.0008733884297520661,0.013087583748087344,1321.0
85,198,0.00013365650969529087,0.052843900190474205,772.0
85,428,0.023017256198347102,0.3752847301935462,35339.0
86,99,0.007000692520775623,2.767870399095875,40436.0
86,101,0.006333968144044321,2.504266953974739,36585.0
86,108,0.006135907202216067,2.42595941275984,35441.0
86,109,0.003981648199445984,1.5742280007519764,22998.0
86,134,0.002170360110803324,0.8580973222639697,12536.0
86,136,0.018359008264462812,0.27548818886539794,28023.0
86,144,0.007939305785123967,0.14171049424613333,11834.0
86,436,0.01146393388429752,0.20477857950243494,17383.0
87,445,0.007328947368421053,2.8976528275429456,42332.0
89,452,0.0066016274238227144,2.610091655651518,38131.0
90,91,0.040711404958677685,0.6100537902136459,61576.0
90,255,0.013974214876033057,0.2094013399693975,21136.0
90,291,0.021701157024793388,0.3251883129170862,32823.0
91,255,0.012142148760330578,0.3638962536466678,18365.0
91,276,0.006908826446280992,0.0831234946289384,10449.0
91,278,0.008664462809917355,0.06491778388292378,13105.0
91,428,0.02742796694214876,0.45365765979053313,41204.0
94,211,0.0012787396121883656,0.5055764855010912,7386.0
95,96,0.016371537396121884,6.472830168149769,94562.0
95,207,0.0035045013850415513,1.3855780150978998,20242.0
95,208,0.008453774238227147,3.342376687047493,48829.0
95,346,0.004036876731301939,3.1921275148738006,23317.0
95,236,0.04688198347107438,0.7025189068835167,70909.0
96,208,0.007955505540166205,3.145375722347772,45951.0
96,236,0.017404297520661156,0.26080057122229466,26324.0
96,233,0.015166280991735538,0.22726425707598455,22939.0
96,341,0.015077024793388431,0.27172637542925204,23056.0
96,342,0.01347530578512397,0.20192526828407828,20457.0
99,100,0.002884349030470914,1.1403877942659328,16660.0
100,165,0.002552458448753463,1.0091679022126439,14743.0
100,134,0.016240396694214877,0.267390927550249,24437.0
100,144,0.01066988429752066,0.1928798754286629,16157.0
100,166,0.0022657851239669424,0.03395242203232046,3427.0
100,167,0.005897388429752066,0.0883714076579784,8838.0
100,171,0.006837685950413223,0.1024616132647383,10342.0
101,133,0.027664793388429754,0.4145524351031179,41843.0
101,165,0.007341239612188365,2.9025128235449187,42403.0
101,171,0.012609586776859505,0.37790521914234954,19072.0
101,173,0.013300495867768594,0.19930577006833694,20117.0
101,185,0.0032733725761772852,1.294196400131212,18907.0
101,186,0.0021712257617728533,0.8584395755035453,12541.0
102,103,0.00427558864265928,1.963260413112781,24754.0
102,105,0.003030470914127424,1.1981601411062959,17504.0
102,137,0.012121388429752066,0.2909168748388245,18405.0
102,136,0.020450247933884294,0.306443643385382,30931.0
102,439,0.0035857190082644627,0.04334060852716344,5295.0
103,104,0.0025427631578947367,1.0053346659293971,14687.0
103,138,0.014120330578512398,0.21159086003626146,21357.0
103,143,0.02461289256198347,0.18441009848222845,37227.0
103,140,0.008479338842975206,0.12706151519244527,12825.0
103,144,0.01457785123966942,0.21844673282481292,22117.0
103,430,2.2333795013850418e-05,0.00883013358105074,129.0
105,429,0.00153808864265928,0.6081155560779441,8884.0
105,432,0.0014354224376731302,0.5675243218642767,8291.0
106,107,0.019749653739612186,7.808439210269629,114074.0
106,110,0.011665339335180056,4.612136205873007,67379.0
106,154,0.00997558864265928,3.9440578822214163,57619.0
106,245,0.00023857340720221605,0.09432499282703816,1378.0
106,445,0.0025753116343490306,1.01820338773744,14875.0
106,453,0.00019511772853185596,0.07714388020034252,1127.0
107,110,0.008734418282548477,3.4533351873179057,50450.0
108,161,0.0017345914127423823,0.6858070414616074,10019.0
108,162,0.005989439058171745,2.3680501646236465,34595.0
108,204,0.001838123268698061,0.7267405289148505,10617.0
108,429,0.002730436288088643,1.0795351682693894,15771.0
108,432,0.002816135734072022,1.113418238987375,16265.999999999998
109,430,0.0019885734072022164,0.7862241419530916,11486.0
111,112,0.014097851239669421,0.42250802159041095,21323.0
111,148,0.007588099173553719,0.22741286703527397,11477.0
111,119,0.0037445289256198347,0.05611115769543337,5730.0
112,148,0.00724495867768595,0.10856452892622341,10958.0
112,257,0.001953719008264463,0.029276161980013704,2955.0
113,114,0.005987707756232687,2.3673656581444953,34585.0
113,115,0.007747749307479224,3.0632349448496257,44751.0
113,116,0.011773372576177285,4.654849410172043,68003.0
113,130,0.016184462809917356,0.4850430924593946,24479.0
113,124,0.010800034626038782,4.270019867593227,62381.0
113,149,0.014599008264462811,0.2187637674046303,22081.0
113,153,0.008865454545454544,0.26569479254822587,13409.0
113,146,0.011282644628099173,0.16906859701825172,17065.0
113,129,0.0022464335180055407,0.8881745369578744,12907.0
113,119,0.005862707756232687,2.3179442903497773,33863.0
114,124,0.007397160664819945,2.924622382821503,42726.0
115,123,0.0029027008310249305,1.147643562944936,16766.0
115,117,0.002552458448753463,1.0091679022126439,14743.0
115,155,0.0007470567867036012,0.29536454575375154,4315.0
115,160,0.003535145429362881,1.3976937797788764,20419.0
115,418,0.0035791204986149582,1.4150802443493178,20673.0
116,146,0.03379438016528926,0.5064032972745923,51114.0
116,122,0.012779605263157894,5.052684575854732,73815.0
116,126,0.014504155124653738,5.734521479737262,83776.0
116,258,0.010429090909090909,0.15627823318874318,15774.0
117,118,0.0021170360110803325,0.8370145227061121,12228.0
119,120,0.0018386426592797783,0.7269458808585958,10620.0
119,121,0.01538909090909091,0.23060302749468664,23276.0
119,129,0.003850934903047091,1.5225477615760594,22243.0
119,127,0.003138331024930748,1.240804894757417,18127.0
119,135,0.0006096606648199447,0.2410421115683107,3039.0
119,125,0.020281652892561983,0.30391727407746205,30676.0
119,160,0.002277700831024931,0.9005367239713452,13156.0
119,172,0.005247403047091413,2.074670687659433,30309.0
119,130,0.007757223140495868,0.1389820153935798,11754.0
119,202,0.001150623268698061,0.45492300604390096,6646.0
120,125,0.022480793388429753,0.4041279418254968,34374.0
120,433,6.509695290858726e-05,0.025737443616085886,376.0
121,122,0.004941135734072022,1.9535814914975824,28540.0
121,126,0.0029314404432132964,1.1590063704988463,16932.0
121,135,0.01751801652892562,0.2625046320888132,26496.0
121,145,0.014306115702479338,0.21437481994028307,21638.0
121,141,0.0032059504132231405,0.048040646172956496,4849.0
121,143,0.07909818181818182,0.9347031443450426,119387.0
121,151,0.006528264462809917,0.04891249126745437,9874.0
121,152,0.0803206611570248,0.6017960301424644,121485.0
121,350,0.0021027438016528923,0.031509274301602566,3618.0
121,433,0.00615148891966759,2.4321199710722006,35531.0
124,247,0.0485715041322314,0.9407723750824221,73358.0
124,264,0.003460495867768595,0.051854968461384675,5234.0
124,265,0.0029350761772853184,1.1604438341050638,16953.0
125,148,0.013144462809917355,0.1969676400421836,19881.0
125,150,0.022218446280991736,0.400196713035761,34100.0
125,174,0.013128595041322313,0.19672986410732052,19857.0
125,175,0.005685289256198347,0.08519313599530891,8599.0
125,176,0.006015867768595041,0.09014680130495589,9099.0
127,128,0.0035744459833795014,1.4132320768556093,20646.0
127,433,3.912742382271468e-05,0.015469846428817578,226.0
128,430,0.006788434903047091,2.6839499047519344,39210.0
130,159,0.0031821487603305785,0.04768398227066191,4813.0
130,135,0.009699173553719008,0.14534054018504267,14670.0
131,132,0.0052429016620498614,2.0728909708136403,30283.0
131,429,0.004956890581717451,1.959810500457859,28631.0
132,453,0.0007079293628808865,0.27989469932493394,4089.0000000000005
136,139,0.004669090909090909,0.06996556883345408,7062.0
136,137,0.00836297520661157,0.1253178250034495,12649.0
136,436,0.007070677685950413,0.11732161846061735,10574.0
136,441,0.005159272727272728,0.06971590410184786,7656.0
137,437,0.007994710743801653,0.11979944184850277,12092.0
138,140,0.010004495867768595,0.14991574546503267,15151.0
140,379,0.0004071404958677684,0.006854882055489503,647.0
140,436,0.007775735537190083,0.16124973169350493,11605.0
140,439,0.004563305785123967,0.06838039593436705,6850.0
141,142,0.02852760330578512,0.42748150156129655,43148.0
143,200,0.014774876033057851,0.22139911734936255,22347.0
143,201,0.0029798347107438017,0.022326169550578978,4507.0
146,147,0.013604628099173554,0.20386314215321216,20577.0
146,444,0.005586115702479339,0.08370703640241482,8449.0
147,151,0.007439735537190083,0.14559317711583464,11400.0
147,444,0.008018512396694214,0.12015610575079735,12128.0
150,442,0.015077024793388431,0.27172637542925204,22758.0
154,214,0.00459643351800554,1.8172962514985747,26549.0
154,449,0.012216198347107438,0.0915288739263474,18477.0
156,215,0.009937153739612188,1.9644309191921294,57397.0
156,158,0.0001506115702479339,0.0028592556167282416,113.0
157,158,0.021314380165289255,0.3193925245047992,32238.0
158,274,0.03674115702479339,0.2752801349223928,55571.0
158,259,0.037767272727272726,0.5659364469659299,57123.0
162,163,0.002632790858725762,1.0409290028452607,15207.0
162,164,0.01665190082644628,0.24952602897753806,25186.0
162,195,0.01806413223140496,0.13534404359017502,27322.0
162,203,0.01845619834710744,0.2765631342375913,27915.0
162,204,0.00414612188365651,1.6392561162713424,23948.0
162,244,0.00021139196675900278,0.08357824110436399,1221.0
162,437,0.050725950413223135,0.7601201271040918,76723.0
162,441,0.01947715702479339,0.261497056564831,29538.0
162,445,0.0021525277008310247,0.8510469055287122,12433.0
164,349,0.001232396694214876,0.036934528548727946,1864.0
168,169,0.01100892561983471,0.3299339242837281,16651.0
169,176,0.0038029752066115704,0.05698696572217896,5752.0
169,183,0.01457785123966942,0.21844673282481292,21946.0
169,174,0.003730909090909091,0.055907066684675905,5643.0
169,184,0.005812892561983471,0.08710525080483265,8792.0
169,187,0.0031087603305785124,0.04658426857192028,4702.0
170,329,0.07909818181818182,0.9347031443450426,131762.0
170,271,0.10491636363636363,0.7860773333266421,158686.0
171,190,0.00431404958677686,0.0646453322908932,6525.0
172,435,0.0028623614958448755,1.1316945619807124,16533.0
175,442,0.0021027438016528923,0.031509274301602566,3463.0
183,184,0.009224727272727272,0.16632624790283118,14090.0
183,185,0.0016554709141274237,0.6545250953643967,9562.0
183,186,0.002698753462603878,1.067008699700922,15588.0
183,435,0.004022853185595568,1.5905192549557754,23236.0
183,442,0.01395001652892562,0.2512895338277725,21120.0
186,192,8.56994459833795e-05,0.0338830707179854,495.0
188,189,0.006449619113573407,1.9124939900865305,37253.0
188,348,0.014243490304709141,5.072234080899292,82181.0
189,251,0.005846918282548477,2.5454263285661023,33840.0
189,424,0.009600761772853185,3.7958622294851763,55454.0
190,193,0.004394710743801653,0.06585402662644707,6647.0
190,194,0.009172231404958677,0.13744439768146535,13873.0
193,194,0.004737190082644629,0.07098602388724135,7165.0
195,243,0.0015530578512396695,0.023272319624721552,2349.0
195,441,0.006531570247933885,0.04893725959400261,9879.0
203,361,0.0021027438016528923,0.031509274301602566,3523.0
203,428,0.02779094214876033,0.5829651668343723,42126.0
204,243,0.0010155817174515235,0.4015315006701058,5866.0
205,213,0.007877770083102493,3.1146413814338825,45502.0
205,363,0.0010122922437673131,0.4002309383597184,5847.0
206,458,0.0001481994459833795,0.058593754615344454,856.0
209,217,0.0485715041322314,0.9407723750824221,73715.0
209,218,0.01914314049586777,0.2589944648503974,28876.0
210,221,0.019888504155124654,7.8633366298975576,114876.0
210,310,0.021320983379501387,4.214848645373638,123150.0
210,252,0.002210387811634349,0.8739231120619461,12774.0
213,214,0.002605263157894737,1.0300453498267563,15048.0
214,373,0.007939834710743802,0.1189771334071014,12009.0
214,374,0.02166386776859504,0.32462953947015805,32787.0
214,389,0.0010417190082644627,0.020176278806192185,1688.0
214,400,0.025641388429752065,0.42150044606642867,38676.0
215,216,0.004584626038781163,2.347713477128064,27014.0
215,408,0.06123157111111111,5.948146044549739,189551.0
215,409,0.06123157111111111,5.948146044549739,189505.0
215,452,0.002280124653739612,0.901495033042157,13170.0
217,218,0.030686413223140495,0.6893213517655551,46981.0
218,219,0.041399537190082644,0.49492169181989254,63540.0
218,223,0.008094280991735536,0.12129148583976848,12509.0
219,246,0.03104727272727273,0.23261916927571297,46959.0
220,455,0.008819834710743801,0.06608189523069083,13340.0
221,224,0.00813746537396122,3.2173173533065653,47002.0
221,227,0.0028907548476454293,1.1429204682387923,16697.0
221,242,0.012676419667590026,5.01188798969732,73219.0
221,226,3.5803324099722994e-05,0.014155593988847234,161.0
222,223,0.010493223140495868,0.15723924425881472,15950.0
224,385,0.0003566828254847646,0.21786472218425035,2192.0
224,399,0.00032392659279778394,0.5122846489967733,1871.0
225,355,0.0011875346260387812,0.39028163668525556,6927.0
225,348,0.005793190082644628,0.08681001235237769,8808.0
225,394,0.004826385041551247,2.293767521506156,27501.0
225,424,0.011677285318559556,4.616859300579151,67448.0
225,479,0.0005972892561983471,0.010325419971428185,897.0
226,227,0.01312092561983471,0.21686155992572584,19756.0
226,242,0.04837553719008265,1.4497991335050033,73168.0
226,306,0.03978181818181818,0.47713506115907406,59714.0
227,311,0.004182860110803325,1.8899360790661017,24464.0
227,382,0.00710599030470914,3.9166913131849492,41042.0
227,473,0.007010941828254847,3.8791119074795484,40726.0
228,229,0.04608119008264463,0.9014739574479306,69709.0
228,395,0.008094280991735536,0.12129148583976844,12240.0
229,314,0.04807748760330579,0.9333696176436856,72347.0
229,348,0.014919008264462809,0.26935852341124084,22565.0
229,395,0.05023814876033058,0.6021655735745641,77251.0
229,392,0.0005972892561983471,0.010325419971428185,878.0
230,231,0.05336568595041322,0.8846275324628832,86251.0
230,310,0.08174743801652892,1.224972079761365,123643.0
231,450,0.004808595041322314,0.0720560155941251,7273.0
232,233,0.026324628099173554,0.39447027593780903,39816.0
232,236,0.03312330578512397,0.49634735669600893,50099.0
233,248,0.039075041322314055,0.2927665734654467,59101.0
234,235,0.000624396694214876,0.008735293407031502,964.0
234,288,0.0021027438016528923,0.031509274301602566,3637.0
238,239,0.009861149584487534,3.89881200394952,56958.0
240,241,0.000769909972299169,0.30440003127854764,4447.0
241,295,0.015429016620498615,12.200369681799689,89118.0
241,372,0.005134175900277009,1.5224279729422077,29655.0
241,299,0.01980176592797784,6.6502337123513895,115780.0
241,386,0.0034046052631578946,1.3460819912508746,19665.0
242,308,0.014162569252077562,5.599468351400727,81803.0
242,463,0.005264542936288089,2.0814473018030304,30408.0
245,453,4.207063711911357e-05,0.01663350744337465,243.0
248,357,0.000859504132231405,0.02575905961016434,1300.0
248,358,0.00031999999999999997,0.004795148019738285,484.0
248,359,0.0007338842975206612,0.010997136987416316,1110.0
249,250,0.010125619834710744,0.15173076843448727,15315.0
249,275,0.021510743801652892,0.32233500169872953,32534.999999999996
250,455,0.020264462809917356,0.1518298417406802,30650.0
251,252,0.00790117728531856,3.123895909032007,45638.0
252,298,0.005159106648199446,2.7515004266469725,29602.0
252,353,0.009802285318559556,2.9066540877437843,56618.0
252,388,0.006250842975206612,0.08388041468825244,9513.0
252,398,0.005248337950138504,2.482034183531908,30516.0
253,254,0.013582063711911358,10.739906657882646,78450.0
253,384,0.0031610803324099725,1.3705120274917815,18314.0
254,457,0.07909818181818182,0.9347031443450426,132611.0
255,449,0.01859371900826446,0.13931192950320226,28123.0
259,260,0.0010327272727272728,0.015475250427337193,1562.0
261,262,0.02607722314049587,0.43056367211695895,39544.0
261,263,0.023017256198347102,0.3752847301935462,35433.0
267,282,0.017783140495867766,0.13323873583357504,26897.0
268,269,0.014382271468144045,5.686332223605017,83072.0
268,270,0.010708171745152355,6.780994985063647,61545.0
268,271,0.033017520661157033,0.7368418630809986,51665.0
268,315,0.005248337950138504,2.482034183531908,30264.0
268,317,0.014789646814404431,4.385547448611975,85425.0
268,318,0.0064993074792243765,1.9272279920502606,37540.0
268,331,0.012039669421487605,0.18041249057734332,18210.0
268,469,0.0045327216066481995,2.6881596195987147,26181.0
269,271,0.014624653739612187,8.673244696029283,84472.0
270,271,0.04474380165289256,0.67047859966072,67675.0
270,332,0.021541157024793388,0.32279073890721705,32217.0
271,304,0.003482583102493075,1.2391518116102669,19833.0
271,328,0.018318677685950416,0.2748838416976211,27915.0
271,329,0.01780297520661157,0.13338734579286446,26927.0
272,273,0.0023178670360110803,0.9164172742876536,13388.0
273,386,0.008762984764542937,3.464629544223901,50615.0
275,294,0.030442975206611572,0.9123660767307824,46045.0
277,314,0.03227504132231405,1.9345450060458191,48816.0
277,426,0.03137388429752066,0.9402651197547143,47453.0
279,316,0.009817520775623268,2.9111718305061824,56706.0
279,317,0.0062427977839335175,2.3449857188086463,36468.0
280,281,0.031984,0.7688574019772472,48682.0
280,321,0.05336568595041322,0.8846275324628832,86212.0
280,325,0.01101073407202216,8.706648612211863,63598.0
280,326,0.01951817867036011,3.8584603470035557,112737.0
281,319,0.007775735537190084,0.16124973169350493,11577.0
281,320,0.051451239669421486,0.38549423439672864,77820.0
281,321,0.02797857851239669,0.585776867264128,42444.0
281,406,0.02449838016528925,0.29305487678646813,36533.0
283,460,0.0005242975206611569,0.007856513181100123,793.0
284,330,0.0013973337950138503,0.8286977689844248,8071.0
