l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,length_m,r,x,c,i_th_max
257.0,119.0,202.0,380000.0,3.0,4.0,50.0,6700.0,0.041875,1.675,91.79,69.68
258.0,119.0,202.0,380000.0,3.0,4.0,50.0,6646.0,0.041538,1.6615,91.0502,69.1184
259.0,162.0,203.0,220000.0,3.0,2.0,50.0,27915.0,1.1166,8.9328,321.0225,72.579
260.0,162.0,204.0,380000.0,3.0,4.0,50.0,23948.0,0.149675,5.987,328.0876,249.0592
261.0,4.0,90.0,380000.0,3.0,4.0,50.0,79060.0,0.494125,19.765,1083.122,822.224
262.0,4.0,2.0,380000.0,6.0,4.0,50.0,1268.0,0.003962,0.317,17.3716,26.3744
263.0,4.0,2.0,380000.0,3.0,4.0,50.0,1105.0,0.006906,0.27625,15.1385,11.492
264.0,4.0,2.0,380000.0,3.0,4.0,50.0,902.0,0.005815,0.26430000000000003,14.48364,13.632319999999998
265.0,205.0,4.0,380000.0,6.0,4.0,50.0,25995.0,0.081234,6.49875,356.1315,540.696
266.0,148.0,112.0,220000.0,3.0,2.0,50.0,10958.0,0.43832,3.50656,126.017,28.4908
267.0,115.0,160.0,380000.0,3.0,4.0,50.0,20419.0,0.127619,5.10475,279.7403,212.3576
268.0,206.0,3.0,380000.0,5.4,4.0,50.0,1820.0,0.0063596,0.35624999999999996,19.5225,29.132479999999997
269.0,95.0,207.0,380000.0,3.0,4.0,50.0,20242.0,0.126512,5.0605,277.3154,210.5168
270.0,95.0,66.0,380000.0,3.0,4.0,50.0,125438.0,0.783988,31.3595,1718.5006,1304.5552
271.0,208.0,95.0,380000.0,3.0,4.0,50.0,48829.0,0.305181,12.20725,668.9573,507.8216
272.0,66.0,209.0,220000.0,3.0,2.0,50.0,13606.0,0.54424,4.35392,156.469,35.3756
273.0,124.0,66.0,380000.0,3.0,4.0,50.0,123721.0,0.773256,30.93025,1694.9777,1286.6984
274.0,124.0,66.0,380000.0,3.0,4.0,50.0,123741.0,0.773381,30.93525,1695.2517,1286.9064
275.0,66.0,209.0,220000.0,3.0,2.0,50.0,13604.0,0.54416,4.35328,156.446,35.3704
276.0,210.0,66.0,380000.0,3.0,4.0,50.0,111236.0,0.695225,27.809,1523.9332,1156.8544
277.0,210.0,66.0,380000.0,3.0,4.0,50.0,111228.0,0.695175,27.807,1523.8236,1156.7712
278.0,211.0,94.0,380000.0,3.0,4.0,50.0,7386.0,0.046163,1.8465,101.1882,76.8144
279.0,42.0,212.0,220000.0,3.0,2.0,50.0,41567.0,1.66268,13.30144,478.0205,108.0742
280.0,177.0,42.0,220000.0,3.0,2.0,50.0,106706.0,4.26824,34.14592,1227.119,277.4356
281.0,213.0,205.0,380000.0,3.0,4.0,50.0,45635.0,0.285219,11.40875,625.1995,474.604
282.0,213.0,214.0,380000.0,3.0,4.0,50.0,15054.0,0.094088,3.7635,206.2398,156.5616
283.0,213.0,214.0,380000.0,3.0,4.0,50.0,15048.0,0.09405,3.762,206.1576,156.4992
284.0,213.0,205.0,380000.0,3.0,4.0,50.0,45502.0,0.284388,11.3755,623.3774,473.2208
285.0,90.0,91.0,380000.0,3.0,4.0,50.0,61846.0,0.386537,15.4615,847.2902,643.1984
286.0,129.0,113.0,380000.0,3.0,4.0,50.0,12907.0,0.08109620000000001,3.2438500000000006,177.76298000000003,134.94416
287.0,156.0,215.0,380000.0,3.0,2.0,50.0,57405.0,0.717563,14.35125,786.4485,298.506
288.0,156.0,215.0,380000.0,3.0,2.0,50.0,57397.0,0.717463,14.34925,786.3389,298.4644
289.0,34.0,158.0,220000.0,3.0,2.0,50.0,33166.0,1.32664,10.61312,381.409,86.2316
290.0,216.0,215.0,380000.0,6.0,3.8,50.0,27014.0,0.1383494,6.6202,362.78696,356.69816000000003
291.0,34.0,158.0,220000.0,3.0,2.0,50.0,33170.0,1.3268,10.6144,381.455,86.242
292.0,207.0,50.0,380000.0,3.0,3.0,50.0,152121.0,1.1893483999999999,35.68044999999999,1955.2886600000002,1113.23004
293.0,209.0,217.0,220000.0,3.0,2.0,50.0,73715.0,2.9541239999999998,23.508608,844.8406000000001,246.88871999999998
294.0,218.0,209.0,220000.0,3.0,1.6,50.0,28876.0,1.383144,9.265279999999999,332.971,67.96842
295.0,219.0,218.0,220000.0,3.0,1.6,50.0,63540.0,3.517608,20.037376000000002,720.0932,129.88326
296.0,218.0,217.0,220000.0,3.0,2.2,50.0,46981.0,1.675008,14.852224000000001,533.7518,180.89994
297.0,220.0,6.0,220000.0,3.0,1.0,50.0,48552.0,3.88416,15.53664,558.348,63.1176
298.0,7.0,3.0,380000.0,3.0,4.0,50.0,53906.0,0.336913,13.4765,738.5122,560.6224
299.0,210.0,221.0,380000.0,3.0,4.0,50.0,114876.0,0.717975,28.719,1573.8012,1194.7104
300.0,222.0,223.0,220000.0,3.0,2.0,50.0,15950.0,0.63484,5.07872,182.5165,41.264599999999994
301.0,221.0,224.0,380000.0,3.0,4.0,50.0,46926.0,0.293288,11.7315,642.8862,488.0304
302.0,225.0,51.0,380000.0,6.0,4.0,50.0,83098.0,0.259681,20.7745,1138.4426,1728.4384
303.0,226.0,227.0,220000.0,3.0,2.2,50.0,19756.0,0.8695600000000001,6.350528,228.2221,56.91139999999999
304.0,228.0,229.0,220000.0,3.0,2.2,50.0,69709.0,2.3153213999999998,22.303296,801.5246999999999,236.57556
305.0,230.0,231.0,220000.0,3.0,2.2,50.0,86251.0,3.524052,25.828992,928.2293999999999,232.15452
306.0,221.0,224.0,380000.0,3.0,4.0,50.0,47002.0,0.293763,11.7505,643.9274,488.8208
307.0,227.0,221.0,380000.0,3.0,4.0,50.0,16697.0,0.104356,4.17425,228.7489,173.6488
308.0,232.0,233.0,220000.0,3.0,2.0,50.0,39816.0,1.59264,12.74112,457.884,103.5216
309.0,234.0,235.0,220000.0,3.0,1.8,50.0,967.0,0.042792000000000004,0.302208,10.8606,2.2924200000000003
310.0,208.0,96.0,380000.0,3.0,4.0,50.0,45951.0,0.287194,11.48775,629.5287,477.8904
311.0,96.0,236.0,220000.0,3.0,2.0,50.0,26324.0,1.05296,8.42368,302.726,68.4424
312.0,233.0,96.0,220000.0,3.0,2.0,50.0,22939.0,0.91756,7.34048,263.7985,59.6414
313.0,68.0,237.0,220000.0,3.0,2.2,50.0,25192.0,1.10574,8.04832,289.23650000000004,71.69915999999999
314.0,238.0,239.0,380000.0,3.0,4.0,50.0,56958.0,0.355988,14.2395,780.3246,592.3632
315.0,67.0,238.0,380000.0,3.0,4.0,50.0,18918.0,0.118237,4.7295,259.1766,196.7472
316.0,67.0,238.0,380000.0,3.0,4.0,50.0,44132.0,0.275825,11.033,604.6084,458.9728
317.0,65.0,68.0,220000.0,3.6,2.0,50.0,34375.0,1.224316,10.880704,391.02529999999996,106.05608
318.0,65.0,68.0,220000.0,3.0,2.0,50.0,34375.0,1.224316,10.880704,391.02529999999996,106.05608
319.0,65.0,240.0,380000.0,3.0,4.0,50.0,20861.0,0.130381,5.21525,285.7957,216.9544
320.0,240.0,241.0,380000.0,3.0,4.0,50.0,4447.0,0.027794,1.11175,60.9239,46.2488
321.0,65.0,241.0,380000.0,3.0,4.0,50.0,23705.0,0.148156,5.92625,324.7585,246.532
322.0,226.0,242.0,220000.0,3.0,4.0,50.0,73168.0,1.46336,23.41376,841.432,380.4736
323.0,242.0,221.0,380000.0,3.0,4.0,50.0,73219.0,0.457619,18.30475,1003.1003,761.4776
324.0,243.0,204.0,380000.0,3.0,4.0,50.0,5866.0,0.036663,1.4665,80.3642,61.0064
325.0,108.0,204.0,380000.0,3.0,4.0,50.0,10617.0,0.066356,2.65425,145.4529,110.4168
326.0,164.0,162.0,220000.0,3.0,2.0,50.0,25186.0,1.00744,8.05952,289.639,65.4836
327.0,162.0,244.0,380000.0,3.0,4.0,50.0,1221.0,0.007631,0.30525,16.7277,12.6984
328.0,106.0,245.0,380000.0,3.0,4.0,50.0,1378.0,0.008613,0.3445,18.8786,14.3312
329.0,66.0,246.0,220000.0,3.0,1.6,50.0,64096.0,3.5807279999999997,20.542336,738.2402,133.98606
330.0,124.0,247.0,220000.0,3.0,2.0,50.0,73358.0,2.9541239999999998,23.508608,844.8406000000001,246.88871999999998
331.0,232.0,236.0,220000.0,3.0,2.0,50.0,50099.0,2.00396,16.03168,576.1385,130.2574
332.0,248.0,233.0,220000.0,3.0,1.0,50.0,59101.0,4.72808,18.91232,679.6615,76.8313
333.0,66.0,209.0,220000.0,3.0,2.0,50.0,13164.0,0.52656,4.21248,151.386,34.2264
334.0,66.0,209.0,220000.0,3.0,2.0,50.0,13157.0,0.52628,4.21024,151.3055,34.2082
335.0,66.0,219.0,220000.0,3.0,4.0,50.0,66405.0,1.3281,21.2496,763.6575,345.306
336.0,249.0,250.0,220000.0,3.0,2.0,50.0,15315.0,0.6126,4.9008,176.1225,39.819
337.0,251.0,189.0,380000.0,3.0,3.8,50.0,33840.0,0.19684680000000002,8.442950000000002,462.67366000000004,386.73752
338.0,251.0,252.0,380000.0,3.0,4.0,50.0,45638.0,0.2852328,11.4093,625.2296399999999,474.62687999999997
339.0,253.0,254.0,380000.0,6.0,4.0,50.0,78450.0,0.245156,19.6125,1074.765,1631.76
340.0,90.0,255.0,220000.0,3.0,2.0,50.0,21123.0,0.84492,6.75936,242.9145,54.9198
341.0,14.0,256.0,220000.0,3.0,2.0,50.0,51446.0,2.09308,15.980480000000004,574.2985000000001,193.37084
342.0,112.0,257.0,220000.0,3.0,2.0,50.0,3267.0,0.13068,1.04544,37.5705,8.4942
343.0,112.0,257.0,220000.0,3.0,2.0,50.0,2955.0,0.1182,0.9456,33.9825,7.683
344.0,107.0,110.0,380000.0,3.0,4.0,50.0,50450.0,0.315313,12.6125,691.165,524.68
345.0,76.0,107.0,380000.0,3.0,4.0,50.0,33318.0,0.208237,8.3295,456.4566,346.5072
346.0,76.0,107.0,380000.0,3.0,4.0,50.0,33322.0,0.208263,8.3305,456.5114,346.5488
347.0,258.0,116.0,220000.0,3.0,2.0,50.0,15774.0,0.63096,5.04768,181.401,41.0124
348.0,259.0,260.0,220000.0,3.0,2.0,50.0,1562.0,0.06248,0.49984,17.963,4.0612
349.0,35.0,36.0,220000.0,3.0,2.0,50.0,2641.0,0.10564,0.84512,30.3715,6.8666
350.0,261.0,262.0,220000.0,3.0,1.6,50.0,39544.0,1.7302519999999997,12.621376,453.5807,112.99366
351.0,261.0,263.0,220000.0,3.0,1.8,50.0,35433.0,1.554588,11.140351999999998,400.3564,98.48670000000001
352.0,124.0,264.0,220000.0,3.0,2.0,50.0,5234.0,0.20936,1.67488,60.191,13.6084
353.0,124.0,265.0,380000.0,3.0,4.0,50.0,16953.0,0.105956,4.23825,232.2561,176.3112
354.0,34.0,266.0,220000.0,3.0,1.0,50.0,627.0,0.05016,0.20064,7.2105,0.8151
355.0,34.0,35.0,220000.0,3.0,2.0,50.0,5844.0,0.23376,1.87008,67.206,15.1944
356.0,37.0,40.0,380000.0,3.0,3.0,50.0,37592.0,0.313267,9.398,515.0104,293.2176
357.0,20.0,22.0,380000.0,3.0,4.0,50.0,57421.0,0.358881,14.35525,786.6677,597.1784
358.0,20.0,21.0,380000.0,3.0,2.0,50.0,31281.0,0.391012,7.82025,428.5497,162.6612
359.0,37.0,267.0,220000.0,3.0,2.0,50.0,20287.0,0.81148,6.49184,233.3005,52.7462
360.0,37.0,267.0,220000.0,3.0,2.0,50.0,20290.0,0.8116,6.4928,233.335,52.754
361.0,37.0,42.0,220000.0,3.0,2.0,50.0,194536.0,7.78144,62.25152,2237.164,505.7936
362.0,37.0,42.0,220000.0,3.0,2.0,50.0,194590.0,7.7836,62.2688,2237.785,505.934
363.0,180.0,178.0,220000.0,3.0,2.0,50.0,26213.0,1.04852,8.38816,301.4495,68.1538
364.0,268.0,269.0,380000.0,3.0,4.0,50.0,83081.0,0.519256,20.77025,1138.2097,864.0424
365.0,268.0,269.0,380000.0,3.0,4.0,50.0,83072.0,0.5192,20.768,1138.0864,863.9488
366.0,268.0,270.0,220000.0,3.0,3.0,50.0,98494.0,2.626507,31.51808,1132.681,384.1266
367.0,268.0,271.0,220000.0,3.0,2.4,50.0,51665.0,2.09308,15.980480000000004,574.2985000000001,193.37084
368.0,234.0,235.0,220000.0,3.0,1.8,50.0,964.0,0.042792000000000004,0.302208,10.8606,2.2924200000000003
369.0,271.0,270.0,220000.0,3.0,2.0,50.0,67675.0,2.707,21.656,778.2625,175.955
370.0,268.0,77.0,380000.0,3.0,3.6,50.0,103556.0,0.6760056,26.9457,1476.6243599999998,1172.42944
371.0,268.0,270.0,380000.0,3.0,4.0,50.0,61545.0,0.29578699999999997,15.4626,847.3504799999998,1030.2656
372.0,77.0,270.0,380000.0,3.0,3.8,50.0,45898.0,0.30718059999999997,11.50835,630.6575799999999,454.44672
373.0,272.0,273.0,380000.0,3.0,4.0,50.0,13388.0,0.083675,3.347,183.4156,139.2352
374.0,274.0,158.0,220000.0,3.0,1.0,50.0,55571.0,4.44568,17.78272,639.0665,72.2423
375.0,274.0,158.0,220000.0,3.0,1.0,50.0,55571.0,4.44568,17.78272,639.0665,72.2423
376.0,259.0,158.0,220000.0,3.0,2.0,50.0,57109.0,2.28436,18.27488,656.7535,148.4834
377.0,259.0,158.0,220000.0,3.0,2.0,50.0,57123.0,2.28492,18.27936,656.9145,148.5198
378.0,249.0,275.0,220000.0,3.0,2.0,50.0,32534.0,1.30136,10.41088,374.141,84.5884
379.0,249.0,275.0,220000.0,3.0,2.0,50.0,32535.0,1.3014,10.4112,374.1525,84.591
380.0,90.0,91.0,220000.0,3.0,2.0,50.0,61576.0,2.46304,19.70432,708.124,160.0976
381.0,255.0,91.0,220000.0,3.0,4.0,50.0,18365.0,0.3673,5.8768,211.1975,95.498
382.0,255.0,91.0,220000.0,3.0,4.0,50.0,18365.0,0.3673,5.8768,211.1975,95.498
383.0,91.0,276.0,220000.0,3.0,1.6,50.0,10449.0,0.582744,3.343872,120.1704,21.814259999999997
384.0,60.0,277.0,220000.0,3.0,2.0,50.0,28872.0,1.15488,9.23904,332.028,75.0672
385.0,278.0,91.0,220000.0,3.0,1.0,50.0,13105.0,1.0484,4.1936,150.7075,17.0365
386.0,8.0,98.0,380000.0,3.0,4.0,50.0,87218.0,0.545112,21.8045,1194.8866,907.0672
387.0,8.0,97.0,380000.0,3.0,4.0,50.0,111167.0,0.694794,27.79175,1522.9879,1156.1368
388.0,79.0,279.0,380000.0,3.0,3.8,50.0,46125.0,0.30718059999999997,11.50835,630.6575799999999,454.44672
389.0,79.0,279.0,380000.0,3.0,3.8,50.0,46116.0,0.30718059999999997,11.50835,630.6575799999999,454.44672
390.0,280.0,281.0,220000.0,3.0,2.4,50.0,48682.0,2.216412,15.480256,556.3217,201.77274
391.0,267.0,282.0,220000.0,3.0,1.0,50.0,26902.0,2.15216,8.60864,309.373,34.9726
392.0,267.0,282.0,220000.0,3.0,1.0,50.0,26897.0,2.15176,8.60704,309.3155,34.9661
393.0,37.0,73.0,380000.0,3.0,3.0,50.0,207919.0,1.732658,51.97975,2848.4903,1621.7682
394.0,37.0,73.0,380000.0,3.0,3.0,50.0,207971.0,1.733092,51.99275,2849.2027,1622.1738
395.0,77.0,283.0,220000.0,3.0,2.0,50.0,16091.0,0.64364,5.14912,185.0465,41.8366
396.0,77.0,283.0,220000.0,3.0,2.0,50.0,16123.0,0.64492,5.15936,185.4145,41.9198
397.0,77.0,284.0,380000.0,3.0,3.0,50.0,50416.0,0.420133,12.604,690.6992,393.2448
398.0,77.0,284.0,380000.0,3.0,3.0,50.0,50381.0,0.419842,12.59525,690.2197,392.9718
399.0,195.0,243.0,220000.0,3.0,2.0,50.0,2349.0,0.09396,0.75168,27.0135,6.1074
400.0,5.0,285.0,220000.0,3.0,1.0,50.0,10721.0,0.85768,3.43072,123.2915,13.9373
401.0,1.0,2.0,220000.0,3.0,2.0,50.0,43375.0,1.735,13.88,498.8125,112.775
402.0,4.0,286.0,380000.0,3.0,4.0,50.0,1387.0,0.008669,0.34675,19.0019,14.4248
403.0,4.0,286.0,380000.0,3.0,4.0,50.0,1117.0,0.006981,0.27925,15.3029,11.6168
404.0,2.0,287.0,220000.0,3.0,2.0,50.0,76504.0,3.06016,24.48128,879.796,198.9104
405.0,3.0,4.0,380000.0,3.0,4.0,50.0,72681.0,0.454256,18.17025,995.7297,755.8824
406.0,5.0,288.0,220000.0,3.0,2.0,50.0,16052.0,0.64208,5.13664,184.598,41.7352
407.0,5.0,289.0,220000.0,3.0,2.0,50.0,6656.0,0.26624,2.12992,76.544,17.3056
408.0,288.0,290.0,220000.0,3.0,2.0,50.0,30700.0,1.228,9.824,353.05,79.82
409.0,59.0,158.0,220000.0,3.0,2.0,50.0,35150.0,1.406,11.248,404.225,91.39
410.0,5.0,6.0,220000.0,3.0,2.0,50.0,33882.0,1.35528,10.84224,389.643,88.0932
411.0,113.0,119.0,380000.0,3.0,4.0,50.0,33863.0,0.211644,8.46575,463.9231,352.1752
412.0,70.0,73.0,380000.0,3.0,3.0,50.0,169144.0,1.409533,42.286,2317.2728,1319.3232
413.0,73.0,269.0,380000.0,3.6,4.0,50.0,89080.0,0.7201562000000001,22.07245,1209.57026,917.17496
414.0,73.0,269.0,380000.0,3.6,4.0,50.0,89092.0,0.7201562000000001,22.07245,1209.57026,917.17496
415.0,90.0,255.0,220000.0,3.0,2.0,50.0,21136.0,0.84544,6.76352,243.064,54.9536
416.0,291.0,90.0,220000.0,3.0,2.0,50.0,32823.0,1.31292,10.50336,377.4645,85.3398
417.0,16.0,5.0,380000.0,3.0,3.8,50.0,36248.0,0.24036780000000002,9.0146,494.00007999999997,356.28372
418.0,5.0,292.0,380000.0,3.0,4.0,50.0,9354.0,0.058463,2.3385,128.1498,97.2816
419.0,5.0,29.0,380000.0,3.0,4.0,50.0,85874.0,0.536713,21.4685,1176.4738,893.0896
420.0,5.0,29.0,380000.0,3.0,4.0,50.0,85878.0,0.536737,21.4695,1176.5286,893.1312
421.0,9.0,29.0,380000.0,3.0,4.0,50.0,25563.0,0.159769,6.39075,350.2131,265.8552
422.0,37.0,282.0,220000.0,6.0,2.0,50.0,45800.0,0.916,14.656,526.7,238.16
423.0,293.0,294.0,380000.0,6.0,4.0,50.0,56513.0,0.176603,14.12825,774.2281,1175.4704
424.0,49.0,293.0,380000.0,6.0,4.0,50.0,29729.0,0.092903,7.43225,407.2873,618.3632
425.0,241.0,295.0,380000.0,6.0,4.0,50.0,89118.0,0.278494,22.2795,1220.9166,1853.6544
426.0,31.0,295.0,380000.0,6.0,4.0,50.0,50472.0,0.157725,12.618,691.4664,1049.8176
427.0,49.0,273.0,380000.0,6.0,4.0,50.0,72645.0,0.227016,18.16125,995.2365,1511.016
428.0,296.0,297.0,380000.0,3.0,4.0,50.0,254.0,0.0018363999999999998,0.07344999999999999,4.02506,3.05552
429.0,298.0,297.0,380000.0,3.0,3.0,50.0,16813.0,0.140108,4.20325,230.3381,131.1414
430.0,298.0,252.0,380000.0,6.0,3.8,50.0,29602.0,0.161473,7.44975,408.24629999999996,418.04724
431.0,299.0,300.0,380000.0,3.0,3.6,50.0,92439.0,0.7310114000000001,22.50665,1233.36442,935.2376799999998
432.0,298.0,301.0,380000.0,3.0,3.4,50.0,7010.0,0.0718328,1.7157499999999999,94.0231,59.33668
433.0,298.0,302.0,380000.0,3.0,3.0,50.0,46732.0,0.389433,11.683,640.2284,364.5096
434.0,303.0,302.0,380000.0,3.0,4.0,50.0,55310.0,0.345688,13.8275,757.747,575.224
435.0,299.0,302.0,380000.0,3.0,3.6,50.0,101395.0,0.6551731999999999,26.1124,1430.9595199999999,1137.7641600000002
436.0,298.0,252.0,380000.0,6.0,3.8,50.0,29602.0,0.161473,7.44975,408.24629999999996,418.04724
437.0,304.0,271.0,380000.0,6.0,3.6,50.0,19833.0,0.14249240000000002,5.02885,275.58098,188.26963999999998
438.0,271.0,269.0,380000.0,6.0,3.0,50.0,84472.0,0.351967,21.118,1157.2664,1317.7632
439.0,304.0,32.0,380000.0,6.0,3.0,50.0,104687.0,0.436196,26.17175,1434.2119,1633.1172
440.0,13.0,305.0,380000.0,6.0,4.0,50.0,50049.0,0.156403,12.51225,685.6713,1041.0192
441.0,306.0,307.0,380000.0,3.0,4.0,50.0,35191.0,0.219944,8.79775,482.1167,365.9864
442.0,305.0,306.0,380000.0,3.0,4.0,50.0,51635.0,0.322719,12.90875,707.3995,537.004
443.0,242.0,308.0,220000.0,3.0,4.0,50.0,81783.0,1.63566,26.17056,940.5045,425.2716
444.0,242.0,308.0,380000.0,3.0,4.0,50.0,81803.0,0.511269,20.45075,1120.7011,850.7512
445.0,305.0,309.0,380000.0,6.0,4.0,50.0,1017.0,0.003178,0.25425,13.9329,21.1536
446.0,305.0,307.0,380000.0,3.0,4.0,50.0,30843.0,0.192769,7.71075,422.5491,320.7672
447.0,310.0,230.0,220000.0,3.0,2.0,50.0,123643.0,4.94572,39.56576,1421.8945,321.4718
448.0,310.0,210.0,380000.0,3.0,2.0,50.0,123150.0,1.539375,30.7875,1687.155,640.38
449.0,311.0,227.0,380000.0,3.0,3.0,50.0,24464.0,0.1465398,6.040050000000001,330.99474000000004,287.14608
450.0,312.0,311.0,380000.0,3.0,3.0,50.0,36007.0,0.300058,9.00175,493.2959,280.8546
451.0,225.0,50.0,380000.0,3.0,4.0,50.0,203804.0,1.273775,50.951,2792.1148,2119.5616
452.0,313.0,314.0,220000.0,3.0,4.0,50.0,18421.0,0.36842,5.89472,211.8415,95.7892
453.0,268.0,315.0,220000.0,3.0,1.6,50.0,30268.0,1.708616,9.745791999999998,350.23940000000005,63.24682
454.0,268.0,62.0,380000.0,3.0,3.0,50.0,81694.0,0.680783,20.4235,1119.2078,637.2132
455.0,316.0,279.0,380000.0,3.0,3.0,50.0,56706.0,0.47255,14.1765,776.8722,442.3068
456.0,268.0,317.0,380000.0,3.0,3.0,50.0,85425.0,0.711875,21.35625,1170.3225,666.315
457.0,317.0,318.0,380000.0,3.0,3.0,50.0,47804.0,0.398367,11.951,654.9148,372.8712
458.0,268.0,318.0,380000.0,3.0,3.0,50.0,37540.0,0.312833,9.385,514.298,292.812
459.0,281.0,319.0,220000.0,3.0,2.4,50.0,11577.0,0.380132,3.7634560000000006,135.2492,42.317080000000004
460.0,320.0,281.0,220000.0,3.0,1.0,50.0,77820.0,6.2256,24.9024,894.93,101.166
461.0,320.0,319.0,220000.0,3.0,1.0,50.0,74234.0,5.93872,23.75488,853.691,96.5042
462.0,281.0,321.0,220000.0,3.0,2.0,50.0,42444.0,1.3565440000000002,13.541631999999998,486.65240000000006,153.72656
463.0,280.0,321.0,220000.0,3.0,2.2,50.0,86212.0,3.524052,25.828992,928.2293999999999,232.15452
464.0,322.0,77.0,380000.0,3.0,3.0,50.0,56075.0,0.467292,14.01875,768.2275,437.385
465.0,323.0,299.0,380000.0,3.0,4.0,50.0,49559.0,0.309744,12.38975,678.9583,515.4136
466.0,322.0,323.0,380000.0,3.0,4.0,50.0,43347.0,0.270919,10.83675,593.8539,450.8088
467.0,322.0,324.0,380000.0,3.0,2.0,50.0,49456.0,0.6182,12.364,677.5472,257.1712
468.0,63.0,324.0,380000.0,3.0,2.0,50.0,88445.0,1.105563,22.11125,1211.6965,459.914
469.0,280.0,325.0,380000.0,6.0,4.0,50.0,63598.0,0.198744,15.8995,871.2926,1322.8384
470.0,326.0,63.0,380000.0,3.0,2.0,50.0,43477.0,0.543462,10.86925,595.6349,226.0804
471.0,280.0,326.0,380000.0,3.0,2.0,50.0,112737.0,1.409212,28.18425,1544.4969,586.2324
472.0,65.0,67.0,380000.0,3.0,3.8,50.0,47108.0,0.3126706,11.72795,642.69166,463.58207999999996
473.0,65.0,327.0,220000.0,3.0,2.0,50.0,52848.0,2.5879360000000005,17.146944,616.2183,124.87046000000001
474.0,316.0,279.0,380000.0,3.0,3.0,50.0,56706.0,0.47255,14.1765,776.8722,442.3068
475.0,317.0,279.0,380000.0,3.0,3.8,50.0,36468.0,0.24036780000000002,9.0146,494.00007999999997,356.28372
476.0,328.0,271.0,220000.0,6.0,2.0,50.0,27915.0,0.5583,8.9328,321.0225,145.158
477.0,329.0,271.0,220000.0,3.0,1.0,50.0,26927.0,2.15416,8.61664,309.6605,35.0051
478.0,329.0,170.0,220000.0,3.0,1.4,50.0,131762.0,6.808752,38.283519999999996,1375.814,245.29596
479.0,271.0,170.0,220000.0,3.0,1.0,50.0,158686.0,12.69488,50.77952,1824.889,206.2918
480.0,330.0,284.0,380000.0,6.0,3.0,50.0,8071.0,0.033629,2.01775,110.5727,125.9076
481.0,328.0,271.0,220000.0,3.6,1.6,50.0,27915.0,1.44018,8.866240000000001,318.6305,72.1383
482.0,268.0,331.0,220000.0,3.0,2.0,50.0,18307.0,0.73228,5.85824,210.5305,47.5982
483.0,270.0,332.0,220000.0,6.0,2.0,50.0,32217.0,1.30324,10.42592,374.6815,84.7106
484.0,32.0,170.0,220000.0,3.0,2.0,50.0,65759.0,2.63036,21.04288,756.2285,170.9734
485.0,71.0,32.0,380000.0,3.0,4.0,50.0,78038.0,0.487737,19.5095,1069.1206,811.5952
486.0,71.0,32.0,380000.0,3.0,4.0,50.0,78034.0,0.487713,19.5085,1069.0658,811.5536
487.0,333.0,47.0,380000.0,6.0,4.0,50.0,6543.0,0.0405566,1.62225,88.89930000000001,67.4856
488.0,46.0,47.0,380000.0,6.0,3.8,50.0,5192.0,0.029383199999999998,1.2511,68.56028,56.77464
489.0,333.0,334.0,380000.0,6.0,4.0,50.0,4175.0,0.026851400000000004,1.0740500000000002,58.85794,44.68048
490.0,335.0,320.0,220000.0,6.0,1.0,50.0,45232.0,1.80928,14.47424,520.168,117.6032
491.0,335.0,336.0,220000.0,6.0,1.0,50.0,73862.0,2.95448,23.63584,849.413,192.0412
492.0,326.0,336.0,220000.0,3.0,2.0,50.0,62842.0,2.51368,20.10944,722.683,163.3892
493.0,335.0,337.0,220000.0,3.0,2.0,50.0,24279.0,1.082244,7.860352000000001,282.4814,70.17192
