l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,length_m,r,x,c,i_th_max,V_base_kV_line,Z_base_ohms_line,x_pu,I_th_max_kA,P_th_max_MVA_line,P_th_max_pu_line
545.0,246,219,220000.0,3.0,1.0,50.0,46959.0,3.75672,15.02688,540.0285,61.0467,220.0,484.0,0.03104727272727273,0.0610467,23.261916927571296,0.23261916927571297
546.0,214,75,380000.0,6.0,4.0,50.0,32022.0,0.100069,8.0055,438.7014,666.0576,380.0,1444.0,0.005543975069252078,0.6660576,438.38532950760754,4.383853295076076
547.0,214,373,220000.0,3.0,2.0,50.0,12009.0,0.48036,3.84288,138.1035,31.2234,220.0,484.0,0.007939834710743802,0.031223400000000002,11.897713340710139,0.1189771334071014
548.0,374,373,220000.0,3.0,1.0,50.0,40639.0,3.25112,13.00448,467.3485,52.8307,220.0,484.0,0.02686876033057851,0.0528307,20.1312004518744,0.20131200451874398
549.0,214,374,220000.0,3.6,1.8,50.0,31848.0,1.5463840000000002,10.34816,371.887,75.86071999999999,220.0,484.0,0.021380495867768596,0.07586071999999999,28.90681669452642,0.2890681669452642
550.0,375,374,220000.0,6.0,2.0,50.0,11098.0,0.22196,3.55136,127.627,57.7096,220.0,484.0,0.007337520661157024,0.0577096,21.990311042584914,0.21990311042584915
551.0,376,372,220000.0,6.0,2.2,50.0,46719.0,1.675008,14.852224,533.7518,180.89994,220.0,484.0,0.030686413223140495,0.18089993999999998,68.9321351765555,0.6893213517655551
552.0,322,377,380000.0,3.0,4.0,50.0,81072.0,0.5067,20.268,1110.6864,843.1488,380.0,1444.0,0.01403601108033241,0.8431488,554.9430927774773,5.5494309277747735
553.0,371,322,380000.0,3.0,4.0,50.0,102607.0,0.641294,25.65175,1405.7159,1067.1128,380.0,1444.0,0.017764369806094183,1.0671128,702.3515630626927,7.023515630626926
554.0,371,377,380000.0,3.0,4.0,50.0,27503.0,0.171894,6.87575,376.7911,286.0312,380.0,1444.0,0.00476159972299169,0.2860312,188.2598169609601,1.882598169609601
555.0,378,372,220000.0,6.0,1.0,50.0,28905.0,1.1562,9.2496,332.4075,75.153,220.0,484.0,0.01911074380165289,0.07515300000000001,28.637139155069246,0.28637139155069247
556.0,371,376,220000.0,6.0,1.0,50.0,114917.0,4.59668,36.77344,1321.5455,298.7842,220.0,484.0,0.07597818181818182,0.2987842,113.8520712777406,1.138520712777406
557.0,140,379,220000.0,3.0,1.8,50.0,647.0,0.026872,0.1970559999999999,7.0817000000000005,1.79894,220.0,484.0,0.0004071404958677684,0.00179894,0.6854882055489503,0.006854882055489503
558.0,16,380,380000.0,3.0,3.8,50.0,26177.0,0.1359244,6.5232,357.47136,352.66296,380.0,1444.0,0.004517451523545706,0.35266296,232.11546257369966,2.3211546257369964
559.0,380,381,380000.0,3.0,3.8,50.0,5531.0,0.032297,1.36765,74.94722,61.62311999999999,380.0,1444.0,0.0009471260387811635,0.06162311999999999,40.559062409147245,0.40559062409147245
560.0,37,380,380000.0,3.0,3.4,50.0,48738.0,0.357579,12.28485,673.2097799999999,538.85936,380.0,1444.0,0.008507513850415514,0.53885936,354.66608006853835,3.5466608006853835
561.0,37,380,380000.0,3.0,3.4,50.0,48758.0,0.357579,12.28485,673.2097799999999,538.85936,380.0,1444.0,0.008507513850415514,0.53885936,354.66608006853835,3.5466608006853835
562.0,382,227,380000.0,3.0,4.0,50.0,41042.0,0.2059795999999999,10.26105,562.3055400000001,595.0796799999999,380.0,1444.0,0.00710599030470914,0.5950796799999999,391.6691313184949,3.9166913131849492
563.0,383,303,380000.0,3.0,3.8,50.0,20318.0,0.1368064,5.128950000000001,281.06646,202.65284,380.0,1444.0,0.0035519044321329642,0.20265284,133.38190576768804,1.3338190576768805
564.0,253,384,380000.0,3.0,3.8,50.0,18314.0,0.1067669999999999,4.5646,250.14008,208.22776,380.0,1444.0,0.0031610803324099725,0.20822775999999998,137.05120274917815,1.3705120274917815
565.0,385,224,380000.0,3.0,4.0,50.0,2192.0,0.0111222,0.5150500000000001,28.224740000000004,33.101119999999995,380.0,1444.0,0.0003566828254847646,0.03310112,21.786472218425036,0.21786472218425035
566.0,386,273,380000.0,3.0,4.0,50.0,50615.0,0.316344,12.65375,693.4255,526.396,380.0,1444.0,0.008762984764542937,0.526396,346.4629544223901,3.464629544223901
567.0,386,241,380000.0,3.0,4.0,50.0,19665.0,0.122906,4.91625,269.4105,204.516,380.0,1444.0,0.0034046052631578946,0.204516,134.60819912508745,1.3460819912508746
568.0,25,387,380000.0,6.0,2.0,50.0,50874.0,0.317963,12.7185,696.9738,529.0896,380.0,1444.0,0.008807825484764543,0.5290896,348.2358262033918,3.482358262033918
569.0,80,73,380000.0,3.0,3.2,50.0,43423.0,0.3822562,10.900250000000002,597.3337,362.1384,380.0,1444.0,0.007548649584487536,0.36213839999999997,238.3520011052464,2.3835200110524637
570.0,80,73,380000.0,3.0,3.2,50.0,43440.0,0.3822562,10.900250000000002,597.3337,362.1384,380.0,1444.0,0.007548649584487536,0.36213839999999997,238.3520011052464,2.3835200110524637
571.0,269,79,380000.0,3.0,3.6,50.0,94056.0,0.7310114000000001,22.50665,1233.36442,935.2376799999998,380.0,1444.0,0.01558632271468144,0.9352376799999998,615.5540879868803,6.155540879868803
572.0,269,79,380000.0,3.0,3.6,50.0,94068.0,0.7310114000000001,22.50665,1233.36442,935.2376799999998,380.0,1444.0,0.01558632271468144,0.9352376799999998,615.5540879868803,6.155540879868803
573.0,80,269,380000.0,3.0,3.6,50.0,121638.0,0.9194897999999998,30.6221,1678.09108,1145.80336,380.0,1444.0,0.021206440443213296,1.1458033600000002,754.1440613011906,7.541440613011906
574.0,80,269,380000.0,3.0,3.6,50.0,121608.0,0.9194897999999998,30.6221,1678.09108,1145.80336,380.0,1444.0,0.021206440443213296,1.1458033600000002,754.1440613011906,7.541440613011906
575.0,322,324,220000.0,3.0,2.6,50.0,49216.0,1.87398,15.746176000000002,565.8782,216.14268,220.0,484.0,0.03253342148760331,0.21614268,82.36142275770231,0.8236142275770232
576.0,388,252,220000.0,3.0,1.6,50.0,9513.0,0.4572079999999999,3.025408,108.7256,22.0129,220.0,484.0,0.006250842975206612,0.0220129,8.388041468825245,0.08388041468825244
577.0,214,374,220000.0,3.0,2.0,50.0,32787.0,1.310664,10.485312,376.81590000000006,85.19316,220.0,484.0,0.02166386776859504,0.08519316,32.462953947015805,0.32462953947015805
578.0,214,389,220000.0,6.0,1.8,50.0,1688.0,0.06412,0.504192,18.1194,5.2949,220.0,484.0,0.0010417190082644627,0.0052949,2.0176278806192185,0.020176278806192185
579.0,389,374,220000.0,3.0,2.0,50.0,33114.0,1.315752,10.526016,378.2787,85.52388,220.0,484.0,0.021747966942148762,0.08552388000000001,32.58897519249323,0.3258897519249323
580.0,390,24,220000.0,3.0,1.0,50.0,24702.0,1.97616,7.90464,284.073,32.1126,220.0,484.0,0.01633190082644628,0.0321126,12.236544047889991,0.12236544047889991
581.0,82,390,220000.0,3.0,1.0,50.0,19436.0,1.55488,6.21952,223.514,25.2668,220.0,484.0,0.012850247933884298,0.0252668,9.627943895829887,0.09627943895829887
582.0,22,391,220000.0,3.0,2.6,50.0,18353.0,0.7349120000000001,5.87392,211.094,62.05029999999999,220.0,484.0,0.012136198347107437,0.062050299999999996,23.64433988947604,0.2364433988947604
583.0,95,236,220000.0,3.0,2.0,50.0,70909.0,2.83636,22.69088,815.4535,184.3634,220.0,484.0,0.04688198347107438,0.1843634,70.25189068835166,0.7025189068835167
584.0,348,225,220000.0,6.0,2.0,50.0,8808.0,0.350488,2.803904,100.7653,22.78172,220.0,484.0,0.005793190082644628,0.02278172,8.681001235237769,0.08681001235237769
585.0,392,348,380000.0,3.0,4.0,50.0,22980.0,0.1298008,5.77495,316.46726,288.73728,380.0,1444.0,0.003999272853185595,0.28873728,190.04090281971156,1.9004090281971155
586.0,392,393,220000.0,3.0,1.8,50.0,10791.0,0.4691519999999999,3.422208,122.9856,30.78894,220.0,484.0,0.007070677685950413,0.03078894,11.732161846061736,0.11732161846061735
587.0,392,393,380000.0,3.0,4.0,50.0,9656.0,0.05983,2.3932,131.14736,99.55712,380.0,1444.0,0.0016573407202216067,0.09955712,65.526436236188,0.65526436236188
588.0,394,225,380000.0,4.8,4.0,50.0,27501.0,0.1566306,6.9693,381.91764,348.50192000000004,380.0,1444.0,0.004826385041551247,0.34850192,229.3767521506156,2.293767521506156
589.0,188,348,380000.0,3.0,3.6,50.0,82181.0,0.5822716,20.5676,1127.1044800000002,770.64624,380.0,1444.0,0.014243490304709141,0.77064624,507.22340808992914,5.072234080899292
590.0,228,395,220000.0,3.0,1.8,50.0,12240.0,0.489704,3.917632,140.7899,31.83076,220.0,484.0,0.008094280991735536,0.03183076,12.129148583976844,0.12129148583976844
591.0,229,395,220000.0,3.0,1.6,50.0,77251.0,4.25584,24.315264,873.8298000000001,158.02748,220.0,484.0,0.05023814876033058,0.15802748,60.21655735745641,0.6021655735745641
592.0,396,397,450000.0,3.0,3.2,0.0,266556.0,1.608185,50.7931,2783.46188,1690.7228000000002,450.0,2025.0,0.025083012345679015,1.6907228000000003,1317.788006001801,13.17788006001801
593.0,229,392,220000.0,3.0,2.0,50.0,878.0,0.03336,0.289088,10.3891,2.70972,220.0,484.0,0.0005972892561983471,0.00270972,1.0325419971428185,0.010325419971428185
594.0,210,252,380000.0,3.0,4.0,50.0,12774.0,0.0797949999999999,3.1918,174.91064,132.77888000000002,380.0,1444.0,0.002210387811634349,0.13277888000000002,87.3923112061946,0.8739231120619461
595.0,398,252,380000.0,3.0,4.0,50.0,30516.0,0.1708844,7.5786,415.30728,377.10608,380.0,1444.0,0.005248337950138504,0.37710608,248.20341835319078,2.482034183531908
596.0,398,312,380000.0,3.0,3.6,50.0,38236.0,0.2681802,9.475,519.2300000000001,355.09136,380.0,1444.0,0.0065616343490304705,0.35509136,233.71378520251776,2.3371378520251778
597.0,399,224,380000.0,12.0,4.0,50.0,1871.0,0.002923,0.46775,25.6327,77.8336,380.0,1444.0,0.00032392659279778394,0.0778336,51.22846489967733,0.5122846489967733
598.0,214,400,220000.0,3.0,2.0,50.0,38676.0,1.7089959999999995,12.410432,445.9999000000001,110.61517999999998,220.0,484.0,0.025641388429752065,0.11061517999999998,42.150044606642865,0.42150044606642867
599.0,23,401,220000.0,6.0,2.4,50.0,48412.0,2.216412,15.480256,556.3217,201.77274,220.0,484.0,0.031984,0.20177274,76.88574019772472,0.7688574019772472
600.0,371,336,220000.0,3.6,1.6,50.0,39322.0,1.882304,12.573888,451.8741,92.06938,220.0,484.0,0.02597910743801653,0.09206937999999999,35.08314567590048,0.35083145675900484
601.0,298,303,220000.0,3.0,1.8,50.0,104746.0,4.968029400000001,34.0704,1224.405,270.84434,220.0,484.0,0.07039338842975207,0.27084433999999996,103.20555472094108,1.0320555472094108
602.0,398,312,380000.0,3.0,3.6,50.0,38323.0,0.2681802,9.475,519.2299999999999,355.09136,380.0,1444.0,0.0065616343490304705,0.35509136,233.71378520251776,2.3371378520251778
603.0,402,54,220000.0,3.0,2.0,50.0,9616.0,0.38464,3.07712,110.584,25.0016,220.0,484.0,0.006357685950413223,0.0250016,9.526889123513088,0.09526889123513088
604.0,398,252,380000.0,3.0,4.0,50.0,30516.0,0.1708844,7.5786,415.30728,377.10608,380.0,1444.0,0.005248337950138504,0.37710608,248.20341835319078,2.482034183531908
605.0,210,252,380000.0,3.0,4.0,50.0,12774.0,0.0797949999999999,3.1918,174.91064,132.77888000000002,380.0,1444.0,0.002210387811634349,0.13277888000000002,87.3923112061946,0.8739231120619461
606.0,371,336,220000.0,3.0,1.6,50.0,39322.0,1.882304,12.573888,451.8741,92.06938,220.0,484.0,0.02597910743801653,0.09206937999999999,35.08314567590048,0.35083145675900484
607.0,28,403,220000.0,3.0,1.8,50.0,4549.0,0.225528,1.5157760000000002,54.473200000000006,11.14386,220.0,484.0,0.0031317685950413227,0.01114386,4.246380976735591,0.04246380976735591
608.0,30,28,220000.0,6.0,2.4,50.0,11530.0,0.370772,3.688576,132.5582,41.70868,220.0,484.0,0.007621024793388429,0.04170868,15.893141632859011,0.15893141632859012
609.0,28,404,220000.0,3.0,2.0,50.0,7031.0,0.2794,2.2352000000000003,80.32749999999999,18.161,220.0,484.0,0.004618181818181819,0.018161,6.920270437576844,0.06920270437576843
610.0,404,403,220000.0,3.0,2.0,50.0,3107.0,0.116344,0.930752,33.4489,7.56236,220.0,484.0,0.0019230413223140497,0.00756236,2.881646183927846,0.02881646183927846
611.0,394,348,380000.0,3.0,4.0,50.0,23540.0,0.131932,5.8602,321.13896,292.28368,380.0,1444.0,0.004058310249307479,0.29228368,192.37506991361724,1.9237506991361724
612.0,405,348,380000.0,3.0,3.4,50.0,48409.0,0.3852522,12.14055,665.30214,428.75456,380.0,1444.0,0.008407583102493075,0.42875456,282.19737912079864,2.8219737912079865
613.0,281,406,220000.0,3.0,1.6,50.0,36610.0,2.080088,11.857215999999998,426.1187,76.90696,220.0,484.0,0.02449838016528925,0.07690696,29.305487678646813,0.29305487678646813
614.0,281,406,220000.0,3.0,1.6,50.0,36533.0,2.080088,11.857215999999998,426.1187,76.90696,220.0,484.0,0.02449838016528925,0.07690696,29.305487678646813,0.29305487678646813
615.0,407,406,220000.0,3.0,2.2,50.0,24409.0,1.082244,7.860352000000001,282.4814,70.17192,220.0,484.0,0.016240396694214877,0.07017192,26.739092755024902,0.267390927550249
616.0,407,406,220000.0,3.0,2.2,50.0,24482.0,1.082244,7.860352000000001,282.4814,70.17192,220.0,484.0,0.016240396694214877,0.07017192,26.739092755024902,0.267390927550249
617.0,6,290,220000.0,3.0,2.4,50.0,14726.0,0.535796,4.740095999999999,170.3472,45.88636,220.0,484.0,0.009793586776859504,0.04588636,17.485051516767168,0.1748505151676717
618.0,215,408,300000.0,3.0,2.6,0.0,189551.0,4.1198196000000005,55.108414,2550.18818,1144.72124,300.0,900.0,0.06123157111111111,1.14472124,594.814604454974,5.948146044549739
619.0,215,409,300000.0,3.0,2.6,0.0,189505.0,4.1198196000000005,55.108414,2550.18818,1144.72124,300.0,900.0,0.06123157111111111,1.14472124,594.814604454974,5.948146044549739
620.0,310,392,220000.0,3.6,1.8,50.0,112455.0,5.2311894,36.17568,1300.0635000000002,287.94974,220.0,484.0,0.07474314049586776,0.28794974,109.7235875353746,1.0972358753537461
621.0,310,392,380000.0,3.0,3.6,50.0,113434.0,0.84611,28.20755,1545.77374,1056.1876,380.0,1444.0,0.019534314404432134,1.0561876,695.160822499209,6.951608224992089
622.0,24,261,220000.0,3.0,1.0,50.0,63310.0,5.0648,20.2592,728.065,82.303,220.0,484.0,0.041857851239669425,0.082303,31.361655075375086,0.3136165507537509
623.0,218,223,220000.0,6.0,1.8,50.0,12509.0,0.489704,3.917632,140.7899,31.830760000000005,220.0,484.0,0.008094280991735536,0.03183076000000001,12.129148583976848,0.12129148583976848
624.0,410,54,220000.0,3.0,2.0,50.0,37257.0,1.951764,12.053632,433.1774,98.37672,220.0,484.0,0.02490419834710744,0.09837672,37.48656501083501,0.3748656501083501
625.0,410,300,380000.0,3.0,4.0,50.0,45271.0,0.2832378,11.3295,620.8565999999998,471.3072,380.0,1444.0,0.007845914127423822,0.47130720000000004,310.20464622175,3.1020464622175
626.0,411,54,220000.0,5.4,2.0,50.0,3086.0,0.116344,0.930752,33.4489,7.56236,220.0,484.0,0.0019230413223140497,0.00756236,2.881646183927846,0.02881646183927846
627.0,275,294,220000.0,6.0,2.0,50.0,46045.0,0.9209,14.7344,529.5175,239.434,220.0,484.0,0.030442975206611572,0.239434,91.23660767307824,0.9123660767307824
628.0,412,50,220000.0,6.0,2.0,50.0,2842.0,0.1113359999999999,0.8906879999999999,32.009100000000004,7.236840000000001,220.0,484.0,0.0018402644628099172,0.0072368400000000005,2.7576064045742856,0.027576064045742855
629.0,214,154,380000.0,3.0,4.0,50.0,26549.0,0.165931,6.63725,363.7213,276.1096,380.0,1444.0,0.00459643351800554,0.2761096,181.72962514985747,1.8172962514985747
630.0,288,234,220000.0,6.0,2.0,50.0,3637.0,0.127216,1.017728,36.5746,8.26904,220.0,484.0,0.0021027438016528923,0.00826904,3.1509274301602566,0.031509274301602566
631.0,288,413,220000.0,6.0,2.0,50.0,2421.0,0.0913839999999999,0.7907200000000001,28.416500000000003,7.39388,220.0,484.0,0.001633719008264463,0.00739388,2.8174466815148214,0.028174466815148215
632.0,268,331,220000.0,3.0,2.0,50.0,18210.0,0.7284,5.8272,209.415,47.346,220.0,484.0,0.012039669421487605,0.047346,18.041249057734333,0.18041249057734332
633.0,287,414,220000.0,3.0,1.0,50.0,38821.0,3.10568,12.42272,446.4415,50.4673,220.0,484.0,0.025666776859504133,0.0504673,19.230624098580574,0.19230624098580573
634.0,268,315,380000.0,3.0,4.0,50.0,30264.0,0.1708844,7.5786,415.30728,377.10608,380.0,1444.0,0.005248337950138504,0.37710608,248.20341835319078,2.482034183531908
635.0,50,51,380000.0,3.0,4.0,50.0,120873.0,0.755456,30.21825,1655.9601,1257.0792,380.0,1444.0,0.02092676592797784,1.2570792,827.3835165444544,8.273835165444545
636.0,248,358,220000.0,3.0,2.0,50.0,484.0,0.01936,0.15488,5.566,1.2584,220.0,484.0,0.00031999999999999997,0.0012584,0.4795148019738285,0.004795148019738285
637.0,248,359,220000.0,3.0,2.0,50.0,1110.0,0.0444,0.3552,12.765,2.886,220.0,484.0,0.0007338842975206612,0.002886,1.0997136987416316,0.010997136987416316
638.0,50,415,380000.0,3.0,4.0,50.0,802.0,0.005013,0.2005,10.9874,8.3408,380.0,1444.0,0.00013885041551246538,0.008340799999999999,5.4897419627927855,0.05489741962792785
639.0,268,62,380000.0,3.0,3.0,50.0,81702.0,0.68085,20.4255,1119.3174,637.2756,380.0,1444.0,0.014145083102493074,0.6372756,419.4416126970975,4.194416126970975
640.0,58,157,380000.0,3.0,4.0,50.0,207.0,0.0018363999999999,0.0734499999999999,4.025060000000001,3.05552,380.0,1444.0,5.086565096952902e-05,0.00305552,2.0110800357462852,0.020110800357462853
641.0,58,157,380000.0,3.0,4.0,50.0,177.0,0.0012926,0.0517,2.83316,2.15072,380.0,1444.0,3.5803324099722994e-05,0.00215072,1.4155593988847235,0.014155593988847234
642.0,156,158,220000.0,3.0,2.4,50.0,143.0,0.007896,0.072896,2.6197000000000004,0.75036,220.0,484.0,0.0001506115702479339,0.00075036,0.2859255616728242,0.0028592556167282416
643.0,156,158,220000.0,3.0,2.4,50.0,113.0,0.007896,0.072896,2.6197000000000004,0.7503599999999999,220.0,484.0,0.0001506115702479339,0.0007503599999999999,0.2859255616728242,0.0028592556167282416
644.0,16,380,380000.0,3.0,4.0,50.0,26176.0,0.1636,6.544,358.6112,272.2304,380.0,1444.0,0.00453185595567867,0.2722304,179.1764159826234,1.7917641598262342
645.0,24,261,220000.0,3.0,1.0,50.0,63307.0,5.06456,20.25824,728.0305,82.2991,220.0,484.0,0.04185586776859504,0.0822991,31.36016897578219,0.31360168975782193
646.0,115,418,380000.0,3.0,4.0,50.0,20673.0,0.129206,5.16825,283.2201,214.9992,380.0,1444.0,0.0035791204986149582,0.2149992,141.50802443493177,1.4150802443493178
647.0,416,418,380000.0,3.0,4.0,50.0,3765.0,0.023531,0.94125,51.5805,39.156,380.0,1444.0,0.0006518351800554017,0.039155999999999996,25.77166894004344,0.2577166894004344
648.0,417,418,380000.0,3.0,4.0,50.0,34211.0,0.213819,8.55275,468.6907,355.7944,380.0,1444.0,0.005922957063711911,0.3557944,234.17651158242396,2.3417651158242396
649.0,419,421,220000.0,6.0,2.0,50.0,42194.0,0.84388,13.50208,485.231,219.4088,220.0,484.0,0.02789685950413223,0.21940880000000001,83.60598163009803,0.8360598163009803
650.0,420,421,220000.0,6.0,2.0,50.0,694.0,0.01388,0.22208,7.981,3.6088,220.0,484.0,0.0004588429752066116,0.0036088,1.375137489958004,0.01375137489958004
651.0,19,421,220000.0,6.0,2.0,50.0,71413.0,1.42826,22.85216,821.2495,371.3476,220.0,484.0,0.04721520661157025,0.3713476,141.50244030312817,1.4150244030312817
652.0,45,422,220000.0,3.0,2.0,50.0,38755.0,1.5502,12.4016,445.6825,100.763,220.0,484.0,0.02562314049586777,0.100763,38.39585981507381,0.38395859815073813
653.0,44,422,220000.0,3.0,2.0,50.0,111.0,0.00444,0.03552,1.2765,0.2886,220.0,484.0,7.338842975206612e-05,0.0002886,0.10997136987416316,0.0010997136987416316
654.0,46,422,220000.0,3.0,2.0,50.0,9091.0,0.36364,2.90912,104.5465,23.6366,220.0,484.0,0.0060105785123966944,0.0236366,9.006754266000154,0.09006754266000154
655.0,225,424,380000.0,3.0,4.0,50.0,67448.0,0.42155,16.862,924.0376,701.4592,380.0,1444.0,0.011677285318559556,0.7014592000000001,461.6859300579151,4.616859300579151
656.0,189,424,380000.0,3.0,4.0,50.0,55454.0,0.346588,13.8635,759.7198,576.7216,380.0,1444.0,0.009600761772853185,0.5767216,379.5862229485176,3.7958622294851763
657.0,423,424,380000.0,3.0,4.0,50.0,16231.0,0.101444,4.05775,222.3647,168.8024,380.0,1444.0,0.0028100761772853187,0.16880240000000002,111.10224663103457,1.1110224663103458
658.0,277,426,220000.0,3.0,4.0,50.0,47453.0,0.94906,15.18496,545.7095,246.7556,220.0,484.0,0.03137388429752066,0.2467556,94.02651197547142,0.9402651197547143
659.0,425,426,220000.0,3.0,4.0,50.0,304.0,0.00608,0.09728,3.496,1.5808,220.0,484.0,0.0002009917355371901,0.0015808,0.6023657016530738,0.006023657016530738
660.0,50,426,220000.0,3.0,4.0,50.0,19936.0,0.39872,6.37952,229.264,103.6672,220.0,484.0,0.013180826446280993,0.10366719999999999,39.502508645248945,0.39502508645248946
661.0,391,427,220000.0,6.0,1.0,50.0,12335.0,0.4934,3.9472,141.8525,32.071,220.0,484.0,0.008155371900826446,0.032070999999999995,12.22069231889912,0.1222069231889912
662.0,26,427,220000.0,6.0,1.0,50.0,9587.0,0.38348,3.06784,110.2505,24.9262,220.0,484.0,0.006338512396694215,0.024926200000000003,9.498157864717138,0.09498157864717138
663.0,23,427,220000.0,6.0,1.0,50.0,39330.0,1.5732,12.5856,452.295,102.258,220.0,484.0,0.026003305785123967,0.102258,38.965531325683216,0.38965531325683217
664.0,203,428,220000.0,3.0,2.0,50.0,42126.0,1.3451920000000002,13.450816,483.3887,152.98868,220.0,484.0,0.02779094214876033,0.15298868,58.29651668343723,0.5829651668343723
665.0,91,428,220000.0,3.0,1.8,50.0,41204.0,1.81712,13.275136,477.07520000000005,119.05426,220.0,484.0,0.02742796694214876,0.11905426,45.365765979053315,0.45365765979053313
666.0,85,428,220000.0,3.0,1.8,50.0,35339.0,1.554588,11.140351999999998,400.3564,98.4867,220.0,484.0,0.023017256198347102,0.0984867,37.52847301935462,0.3752847301935462
667.0,131,429,380000.0,3.0,4.0,50.0,28631.0,0.178944,7.15775,392.2447,297.7624,380.0,1444.0,0.004956890581717451,0.29776240000000004,195.9810500457859,1.959810500457859
668.0,105,429,380000.0,3.0,4.0,50.0,8884.0,0.055525,2.221,121.7108,92.3936,380.0,1444.0,0.00153808864265928,0.0923936,60.81155560779441,0.6081155560779441
669.0,108,429,380000.0,3.0,4.0,50.0,15771.0,0.098569,3.94275,216.0627,164.0184,380.0,1444.0,0.002730436288088643,0.1640184,107.95351682693895,1.0795351682693894
670.0,109,430,380000.0,3.0,4.0,50.0,11486.0,0.071788,2.8715,157.3582,119.4544,380.0,1444.0,0.0019885734072022164,0.1194544,78.62241419530916,0.7862241419530916
671.0,128,430,380000.0,3.0,4.0,50.0,39210.0,0.245063,9.8025,537.177,407.784,380.0,1444.0,0.006788434903047091,0.407784,268.3949904751934,2.6839499047519344
672.0,103,430,380000.0,3.0,4.0,50.0,129.0,0.000806,0.03225,1.7673,1.3416,380.0,1444.0,2.2333795013850418e-05,0.0013415999999999999,0.883013358105074,0.00883013358105074
673.0,431,432,380000.0,3.0,4.0,50.0,455.0,0.002844,0.11375,6.2335,4.732,380.0,1444.0,7.877423822714682e-05,0.004732,3.114504480138052,0.03114504480138052
674.0,108,432,380000.0,3.0,4.0,50.0,16266.0,0.101662,4.0665,222.8442,169.1664,380.0,1444.0,0.002816135734072022,0.16916640000000002,111.3418238987375,1.113418238987375
675.0,105,432,380000.0,3.0,4.0,50.0,8291.0,0.051819,2.07275,113.5867,86.2264,380.0,1444.0,0.0014354224376731302,0.0862264,56.75243218642767,0.5675243218642767
676.0,120,433,380000.0,3.0,4.0,50.0,376.0,0.00235,0.094,5.1512,3.9104,380.0,1444.0,6.509695290858726e-05,0.0039104000000000005,2.5737443616085884,0.025737443616085886
677.0,121,433,380000.0,3.0,4.0,50.0,35531.0,0.222069,8.88275,486.7747,369.5224,380.0,1444.0,0.00615148891966759,0.36952240000000003,243.21199710722007,2.4321199710722006
678.0,127,433,380000.0,3.0,4.0,50.0,226.0,0.001413,0.0565,3.0962,2.3504,380.0,1444.0,3.912742382271468e-05,0.0023504,1.5469846428817577,0.015469846428817578
679.0,434,435,380000.0,3.0,4.0,50.0,13640.0,0.08525,3.41,186.868,141.856,380.0,1444.0,0.0023614958448753462,0.14185599999999998,93.36668375622644,0.9336668375622643
680.0,172,435,380000.0,3.0,4.0,50.0,16533.0,0.103331,4.13325,226.5021,171.9432,380.0,1444.0,0.0028623614958448755,0.1719432,113.16945619807123,1.1316945619807124
681.0,183,435,380000.0,3.0,4.0,50.0,23236.0,0.145225,5.809,318.3332,241.6544,380.0,1444.0,0.004022853185595568,0.24165440000000002,159.05192549557754,1.5905192549557754
682.0,140,436,220000.0,3.0,2.4,50.0,11605.0,0.380132,3.763456,135.2492,42.31708,220.0,484.0,0.007775735537190083,0.04231708,16.124973169350493,0.16124973169350493
683.0,136,436,220000.0,3.0,1.8,50.0,10574.0,0.4691519999999999,3.422208,122.9856,30.788940000000004,220.0,484.0,0.007070677685950413,0.030788940000000004,11.732161846061736,0.11732161846061735
684.0,86,436,220000.0,3.0,2.4,50.0,17383.0,0.626964,5.548544,199.4008,53.74044,220.0,484.0,0.01146393388429752,0.05374044,20.477857950243493,0.20477857950243494
685.0,162,437,220000.0,3.0,2.0,50.0,76723.0,3.06892,24.55136,882.3145,199.4798,220.0,484.0,0.050725950413223135,0.1994798,76.01201271040918,0.7601201271040918
686.0,137,437,220000.0,3.0,2.0,50.0,12092.0,0.48368,3.86944,139.058,31.4392,220.0,484.0,0.007994710743801653,0.0314392,11.979944184850277,0.11979944184850277
687.0,431,437,220000.0,3.0,2.0,50.0,140.0,0.0056,0.0448,1.61,0.364,220.0,484.0,9.256198347107438e-05,0.000364,0.13870262867011568,0.0013870262867011567
688.0,102,439,220000.0,3.0,1.6,50.0,5295.0,0.30084,1.735488,62.3691,11.37396,220.0,484.0,0.0035857190082644627,0.01137396,4.334060852716344,0.04334060852716344
689.0,140,439,220000.0,3.0,2.0,50.0,6850.0,0.27608,2.20864,79.37299999999999,17.945200000000003,220.0,484.0,0.004563305785123967,0.017945200000000005,6.838039593436705,0.06838039593436705
690.0,438,439,220000.0,3.0,1.6,50.0,1686.0,0.077928,0.4970239999999999,17.861800000000002,4.25178,220.0,484.0,0.0010269090909090907,0.00425178,1.6201457761731441,0.01620145776173144
691.0,195,441,220000.0,3.0,1.0,50.0,9879.0,0.79032,3.16128,113.6085,12.8427,220.0,484.0,0.006531570247933885,0.0128427,4.8937259594002605,0.04893725959400261
692.0,136,441,220000.0,3.0,1.0,50.0,7666.0,0.61328,2.45312,88.159,9.9658,220.0,484.0,0.005068429752066116,0.0099658,3.7974798263753815,0.037974798263753815
693.0,440,441,220000.0,3.0,1.0,50.0,1719.0,0.13752,0.55008,19.7685,2.2347,220.0,484.0,0.0011365289256198348,0.0022347,0.8515350667283174,0.008515350667283173
